Word;DocNumber;Weight
ABNORMAL;1079;0.021306938184476033
ABNORMAL;1105;0.030544050114162172
ABNORMAL;1110;0.05284120669750056
ABNORMAL;1120;0.007083271675268172
ABNORMAL;1130;0.013905580709868567
ABNORMAL;1135;0.0440343389145838
ABNORMAL;1141;0.03721211739260603
ABNORMAL;1175;0.01738197588733571
ABNORMAL;1202;0.01321030167437514
ABNORMAL;1206;0.00936900827969868
ABNORMAL;1237;0.025776198389024663
ABNORMALITIES;14;0.028152209604267765
ABNORMALITIES;16;0.056845807854771446
ABNORMALITIES;20;0.042228314406401644
ABNORMALITIES;42;0.07389955021120288
ABNORMALITIES;46;0.030009969628914872
ABNORMALITIES;59;0.030163081718858314
ABNORMALITIES;76;0.027119100994936838
ABNORMALITIES;84;0.03397680469480592
ABNORMALITIES;97;0.02737020378192699
ABNORMALITIES;117;0.08445662881280329
ABNORMALITIES;140;0.01633139231186804
ABNORMALITIES;149;0.04347032365364875
ABNORMALITIES;170;0.05010138997369687
ABNORMALITIES;172;0.014490107884549585
ABNORMALITIES;180;0.019320143846066114
ABNORMALITIES;189;0.024229360724984553
ABNORMALITIES;190;0.020386082816883554
ABNORMALITIES;312;0.014854180946975453
ABNORMALITIES;322;0.015004984814457436
ABNORMALITIES;352;0.04411913445444948
ABNORMALITIES;360;0.012368125558360313
ABNORMALITIES;364;0.04347032365364875
ABNORMALITIES;383;0.017595131002667352
ABNORMALITIES;423;0.01997285140843321
ABNORMALITIES;434;0.030163081718858314
ABNORMALITIES;439;0.024032374052423703
ABNORMALITIES;440;0.01689132576256066
ABNORMALITIES;441;0.012265485512232843
ABNORMALITIES;443;0.02985840412573854
ABNORMALITIES;446;0.028698854450952573
ABNORMALITIES;484;0.012164535014189775
ABNORMALITIES;490;0.06289323422230032
ABNORMALITIES;501;0.017286444493848627
ABNORMALITIES;504;0.037182163628278184
ABNORMALITIES;548;0.020527652836445243
ABNORMALITIES;553;0.013685101890963496
ABNORMALITIES;566;0.08445662881280329
ABNORMALITIES;587;0.01997285140843321
ABNORMALITIES;594;0.03397680469480592
ABNORMALITIES;602;0.023647856067584922
ABNORMALITIES;605;0.03111560008892753
ABNORMALITIES;608;0.01633139231186804
ABNORMALITIES;630;0.04134240571256105
ABNORMALITIES;666;0.04105530567289049
ABNORMALITIES;681;0.030474041324207373
ABNORMALITIES;710;0.013255524701561055
ABNORMALITIES;714;0.01957603979104712
ABNORMALITIES;747;0.03889450011115941
ABNORMALITIES;771;0.01770049106855159
ABNORMALITIES;776;0.013943311360604317
ABNORMALITIES;779;0.018591081814139092
ABNORMALITIES;814;0.03561424106563994
ABNORMALITIES;856;0.02699526948354443
ABNORMALITIES;872;0.03397680469480592
ABNORMALITIES;921;0.0461872188820018
ABNORMALITIES;922;0.017491017801468136
ABNORMALITIES;955;0.009384069868089255
ABNORMALITIES;961;0.013622036905290853
ABNORMALITIES;1013;0.049266366807468584
ABNORMALITIES;1016;0.02639269650400103
ABNORMALITIES;1041;0.018024280539317775
ABNORMALITIES;1045;0.020816774707381094
ABNORMALITIES;1047;0.01547634559396919
ABNORMALITIES;1110;0.019706546722987436
ABNORMALITIES;1136;0.02096441140743344
ABNORMALITIES;1192;0.057397708901905146
ABNORMALITIES;1194;0.02737020378192699
ABNORMALITIES;1237;0.02883884886290844
ABNORMALITY;84;0.03713300993829186
ABNORMALITY;91;0.02307551331879566
ABNORMALITY;125;0.038231619699779784
ABNORMALITY;140;0.017848463340504928
ABNORMALITY;149;0.02375420488699553
ABNORMALITY;163;0.03151777428908675
ABNORMALITY;190;0.022279805962975116
ABNORMALITY;268;0.011178449358586133
ABNORMALITY;288;0.0278497574537189
ABNORMALITY;343;0.02504319274908056
ABNORMALITY;364;0.04750840977399106
ABNORMALITY;368;0.016652432291914394
ABNORMALITY;382;0.03511491157208035
ABNORMALITY;383;0.019229594432329713
ABNORMALITY;393;0.03692082131007305
ABNORMALITY;439;0.026264811907572298
ABNORMALITY;470;0.021828188274536434
ABNORMALITY;480;0.056676699379498104
ABNORMALITY;495;0.02324152420598124
ABNORMALITY;498;0.02057689085752479
ABNORMALITY;499;0.03988360326705422
ABNORMALITY;501;0.018892233126499368
ABNORMALITY;503;0.024850552804856863
ABNORMALITY;504;0.02031806204170687
ABNORMALITY;505;0.029638273987443967
ABNORMALITY;508;0.010697257829905271
ABNORMALITY;530;0.013240048625538493
ABNORMALITY;540;0.033651790256577
ABNORMALITY;553;0.014956351225145333
ABNORMALITY;562;0.05982540490058133
ABNORMALITY;571;0.05210599781663536
ABNORMALITY;587;0.021828188274536434
ABNORMALITY;608;0.017848463340504928
ABNORMALITY;689;0.01981945929221713
ABNORMALITY;691;0.03230571864631392
ABNORMALITY;695;0.0304770930625603
ABNORMALITY;711;0.030192260417115813
ABNORMALITY;742;0.020065663755474483
ABNORMALITY;776;0.0304770930625603
ABNORMALITY;812;0.01252159637454028
ABNORMALITY;860;0.013349470515005754
ABNORMALITY;906;0.067303580513154
ABNORMALITY;919;0.022434526837718
ABNORMALITY;1003;0.010914094137268217
ABNORMALITY;1038;0.014169174844874526
ABNORMALITY;1044;0.01615285932315696
ABNORMALITY;1063;0.05768878329698914
ABNORMALITY;1109;0.04615102663759132
ABNORMALITY;1156;0.02594836839061359
ABNORMALITY;1172;0.013132405953786149
ABNORMALITY;1223;0.05475545533273546
ABNORMALLY;110;0.04194521278198177
ABNORMALLY;300;0.05014140378535751
ABNORMALLY;339;0.09281493892183199
ABNORMALLY;553;0.02019584319132455
ABNORMALLY;568;0.036352517744384194
ABNORMALLY;593;0.04451328703393983
ABNORMALLY;688;0.03381629557617134
ABNORMALLY;849;0.02659940322759819
ABNORMALLY;896;0.02659940322759819
ABNORMALLY;927;0.04235244785753498
ABNORMALLY;970;0.055926950375975684
ABNORMALLY;1046;0.03434883566398506
ABNORMALLY;1128;0.033047743403985634
ABNORMALLY;1137;0.06711234045117083
ABNORMALLY;1156;0.01751928565994419
ABNORMALLY;1175;0.02869935611398752
ABO;464;0.16188333314997916
ABOLISHED;741;0.07655387624576977
ABOLISHED;1199;0.031216143711867286
ABOLITION;631;0.03634115642142389
ABORTION;117;0.06124310099661583
ABORTION;263;0.023816761498683933
ABOUT;4;0.01825135823107806
ABOUT;43;0.013747776329902955
ABOUT;51;0.03969670415259479
ABOUT;73;0.016120488995977577
ABOUT;86;0.030389821360838114
ABOUT;92;0.037361603908324506
ABOUT;164;0.03826188352057329
ABOUT;203;0.03548308751069925
ABOUT;208;0.034518873176169376
ABOUT;220;0.02810386134696976
ABOUT;223;0.02646446943506319
ABOUT;270;0.016802837736548056
ABOUT;280;0.026686859934517502
ABOUT;303;0.022207946379074008
ABOUT;331;0.06448195598391031
ABOUT;332;0.05292893887012638
ABOUT;345;0.029269459283019196
ABOUT;355;0.0208930021855762
ABOUT;360;0.013287599716349718
ABOUT;386;0.02646446943506319
ABOUT;398;0.028354788680424847
ABOUT;449;0.04885748203396282
ABOUT;465;0.03325378358332548
ABOUT;467;0.0208930021855762
ABOUT;490;0.03378442906603812
ABOUT;500;0.04472868073531807
ABOUT;613;0.0200995970392885
ABOUT;628;0.03780638490723313
ABOUT;693;0.02481044009537174
ABOUT;699;0.12874606752192905
ABOUT;705;0.03489820145283058
ABOUT;774;0.0417860043711524
ABOUT;824;0.034518873176169376
ABOUT;845;0.052061251347665295
ABOUT;854;0.02424226207792048
ABOUT;877;0.021313666659111295
ABOUT;880;0.027615098540935502
ABOUT;930;0.026686859934517502
ABOUT;968;0.013688518673308546
ABOUT;978;0.01386784424544796
ABOUT;980;0.023699524867220767
ABOUT;999;0.02646446943506319
ABOUT;1014;0.01662689179166274
ABOUT;1045;0.022364340367659035
ABOUT;1052;0.03489820145283058
ABOUT;1064;0.080398388157154
ABOUT;1115;0.021751618713750566
ABOUT;1124;0.02442874101698141
ABOUT;1134;0.033080586793828984
ABOUT;1138;0.026245754811632917
ABOUT;1151;0.015194910680419057
ABOUT;1183;0.019848352076297395
ABOUT;1218;0.027615098540935502
ABOUT;1231;0.062269339847207505
ABOVE;3;0.029006132616933522
ABOVE;31;0.02320490609354682
ABOVE;65;0.020626583194263838
ABOVE;219;0.01657493292396201
ABOVE;244;0.014503066308466761
ABOVE;246;0.02074181550261168
ABOVE;299;0.026519892678339218
ABOVE;307;0.00808885615461327
ABOVE;323;0.03146427944887704
ABOVE;347;0.015665759388048484
ABOVE;395;0.030939874791395757
ABOVE;546;0.028341870037919777
ABOVE;584;0.028559884422826854
ABOVE;587;0.02508638496599656
ABOVE;600;0.04640981218709364
ABOVE;669;0.02074181550261168
ABOVE;677;0.022232245359086772
ABOVE;739;0.021712192836067196
ABOVE;745;0.010638352363803697
ABOVE;761;0.028341870037919777
ABOVE;865;0.026146373063151346
ABOVE;927;0.03604645606764554
ABOVE;931;0.0508600681502396
ABOVE;956;0.010007506671071404
ABOVE;1000;0.013259946339169609
ABOVE;1002;0.023953451451403165
ABOVE;1003;0.01254319248299828
ABOVE;1055;0.0353598569044523
ABOVE;1067;0.03847445569914498
ABOVE;1090;0.02491801996622477
ABOVE;1120;0.00995384711787531
ABPA;1005;0.11071813458962305
ABRADING;397;0.028605890195177036
ABRASION;193;0.038276938122884886
ABRASION;907;0.2096910523253694
ABROAD;465;0.0372924955947596
ABSCESS;475;0.11381461247158693
ABSCESS;1118;0.16922435801696478
ABSCESSES;149;0.04430783804283319
ABSCESSES;724;0.14697234082500768
ABSCESSES;1018;0.27390299881024155
ABSENCE;31;0.0210797920668586
ABSENCE;54;0.062458643161062505
ABSENCE;98;0.015614660790265626
ABSENCE;141;0.02342199118539844
ABSENCE;190;0.02326046021170604
ABSENCE;202;0.019839804298219854
ABSENCE;220;0.029847493192012173
ABSENCE;271;0.034415987047932396
ABSENCE;274;0.0602279773338817
ABSENCE;304;0.014111994689110357
ABSENCE;333;0.009609022024778847
ABSENCE;347;0.014231083251887659
ABSENCE;350;0.0306615157336125
ABSENCE;351;0.02574631092135401
ABSENCE;352;0.025169900975353546
ABSENCE;367;0.03706337066700413
ABSENCE;391;0.05353597985233929
ABSENCE;395;0.028106389422478128
ABSENCE;432;0.02278896439660389
ABSENCE;479;0.033066340497033095
ABSENCE;509;0.02444033862824185
ABSENCE;521;0.01084490910192082
ABSENCE;525;0.025359148351108085
ABSENCE;528;0.022636018326828024
ABSENCE;592;0.027874105212375003
ABSENCE;658;0.016293559085494565
ABSENCE;667;0.013022265369487937
ABSENCE;702;0.02148259064138456
ABSENCE;738;0.013022265369487937
ABSENCE;777;0.04380216533373215
ABSENCE;798;0.014352198854031386
ABSENCE;811;0.015687287119522678
ABSENCE;814;0.040635743743341876
ABSENCE;891;0.03243044933362861
ABSENCE;906;0.07026597355619532
ABSENCE;920;0.029585673076292764
ABSENCE;954;0.023920331423385642
ABSENCE;958;0.06613268099406619
ABSENCE;992;0.033727667306973755
ABSENCE;1070;0.024264508853937956
ABSENCE;1079;0.02719973169917238
ABSENCE;1165;0.023101141991077913
ABSENCE;1174;0.029847493192012173
ABSENCE;1221;0.026767989926169643
ABSENT;18;0.016569363041961424
ABSENT;37;0.023013004224946423
ABSENT;150;0.04990772000590791
ABSENT;261;0.023271577306125595
ABSENT;274;0.14794074144608413
ABSENT;287;0.030016962032538813
ABSENT;302;0.04654315461225119
ABSENT;351;0.03162092183580424
ABSENT;407;0.0845375665406195
ABSENT;421;0.05177925950612945
ABSENT;429;0.019177503520788685
ABSENT;509;0.030016962032538813
ABSENT;521;0.03995827100151469
ABSENT;638;0.04654315461225119
ABSENT;758;0.03570983414215824
ABSENT;854;0.03162092183580424
ABSENT;880;0.036020354439046574
ABSENT;955;0.013150288128540813
ABSENT;959;0.025258175368843633
ABSENT;1124;0.03186415969607966
ABSOLUTE;274;0.09253184911235865
ABSOLUTE;304;0.021681102720887382
ABSOLUTE;416;0.03409068125192161
ABSOLUTE;536;0.09685576729517915
ABSOLUTE;981;0.036750237945333934
ABSOLUTE;996;0.060962159415201
ABSOLUTE;1206;0.018375118972666967
ABSOLUTELY;294;0.06848910248652965
ABSORB;126;0.03047642466656238
ABSORB;331;0.03264226195251097
ABSORBED;70;0.04742377857301109
ABSORBED;97;0.04566734232956623
ABSORBED;676;0.014900522572788982
ABSORBED;708;0.10721897764332941
ABSORBED;709;0.02770827512130985
ABSORBED;815;0.043263797996431166
ABSORBED;899;0.03853182009057151
ABSORBED;1103;0.024416202829669074
ABSORBED;1115;0.033781321723240776
ABSORPTIOMETRY;998;0.05744247305321841
ABSORPTION;46;0.16056926023733697
ABSORPTION;68;0.05020975280437362
ABSORPTION;70;0.03379502592602071
ABSORPTION;251;0.16305229003482158
ABSORPTION;255;0.058578044938435894
ABSORPTION;273;0.12332219987039135
ABSORPTION;276;0.030830549967597837
ABSORPTION;296;0.03479883857728865
ABSORPTION;320;0.019418136443680407
ABSORPTION;357;0.15737385207340987
ABSORPTION;362;0.036233842229960345
ABSORPTION;373;0.02143099205064728
ABSORPTION;414;0.09655721693148774
ABSORPTION;424;0.016736584268124542
ABSORPTION;443;0.17750922708616937
ABSORPTION;581;0.0682462659476923
ABSORPTION;616;0.02682963890310041
ABSORPTION;637;0.058578044938435894
ABSORPTION;660;0.010586393663572754
ABSORPTION;662;0.07399331992223482
ABSORPTION;675;0.017313707863577114
ABSORPTION;708;0.0764061455718729
ABSORPTION;709;0.11847245043728608
ABSORPTION;792;0.029289022469217947
ABSORPTION;899;0.027458458564891826
ABSORPTION;928;0.04039865168167993
ABSORPTION;943;0.027894307113540903
ABSORPTION;983;0.0222448271918111
ABSORPTION;993;0.016578691963708272
ABSORPTION;1016;0.04707164325410027
ABSORPTION;1101;0.03166380807483021
ABSORPTION;1106;0.028574656067529708
ABSORPTION;1107;0.028808874559886507
ABSORPTION;1116;0.02622897534556831
ABSORPTION;1158;0.045645229822157844
ABSORPTION;1173;0.04771062483673512
ABSORPTION;1181;0.04086840344542039
ABSORPTION;1217;0.030298988761259946
ABSORPTIVE;516;0.05063405987909182
ABSORPTIVE;867;0.03897288245239189
ABSTRACT;773;0.06248128647893932
ABSTRACTS;1013;0.11871444430998472
ABUNDANT;99;0.06695406637583683
ABUNDANT;374;0.03912899983003451
ABUNDANT;876;0.045998976899429875
ABUSE;373;0.04343211377194563
ACADEMICIANS;134;0.04424140781738561
ACCELERATED;362;0.06629407839839857
ACCELERATED;1074;0.05023848128628642
ACCELERATES;105;0.07497754377472719
ACCEPT;90;0.05631650442827396
ACCEPT;915;0.05631650442827396
ACCEPT;1218;0.05239883455500273
ACCEPTABLE;379;0.049019945669904856
ACCEPTABLE;389;0.06083198077108675
ACCEPTABLE;452;0.03411523245946081
ACCEPTABLE;651;0.06083198077108675
ACCEPTABLE;721;0.05429090756989463
ACCEPTABLE;996;0.05940064004706118
ACCEPTABLE;1105;0.02918528557225549
ACCEPTABLE;1152;0.040718180677420966
ACCEPTANCE;431;0.03170712005740785
ACCEPTANCE;450;0.04414606715685247
ACCEPTANCE;500;0.08083082718860311
ACCEPTANCE;1083;0.0192583514442645
ACCEPTED;3;0.036976590292952936
ACCEPTED;13;0.06067953278843559
ACCEPTED;104;0.015829443336113632
ACCEPTED;299;0.033807168267842684
ACCEPTED;503;0.036407719673061355
ACCEPTED;684;0.043422050986219964
ACCEPTED;688;0.036689950058123845
ACCEPTED;844;0.026892065667602136
ACCEPTED;871;0.055034925087185764
ACCEPTED;1107;0.03879511112703259
ACCEPTED;1183;0.02958127223436235
ACCEPTING;646;0.033440688538023865
ACCEPTOR;53;0.07627678447880144
ACCEPTOR;633;0.10956119952409661
ACCEPTOR;1222;0.031061164813532546
ACCEPTORS;633;0.12950666651998333
ACCESS;472;0.08379843127763627
ACCESSIBLE;785;0.04315788996405813
ACCESSIBLE;1200;0.0313684175836325
ACCIDENTAL;12;0.06276943722734701
ACCIDENTAL;165;0.02678162655033473
ACCIDENTAL;643;0.023446949314495386
ACCIDENTALLY;224;0.039352854467398245
ACCOMPANIED;1;0.027403894056590303
ACCOMPANIED;27;0.05165791523311275
ACCOMPANIED;30;0.02976316970384642
ACCOMPANIED;71;0.017285533174156962
ACCOMPANIED;178;0.02455868101246344
ACCOMPANIED;203;0.025107478353524077
ACCOMPANIED;463;0.020710777075026773
ACCOMPANIED;468;0.0488504198400088
ACCOMPANIED;816;0.02791452562286217
ACCOMPANIED;933;0.0917191556179757
ACCOMPANIED;1005;0.02328621049368295
ACCOMPANIED;1188;0.033290656483561554
ACCOMPANIED;1191;0.04730777500295589
ACCOMPANIED;1199;0.021816692355732085
ACCOMPLISHED;67;0.031190156143428373
ACCOMPLISHED;189;0.04704089123271165
ACCOMPLISHED;573;0.026817704347620656
ACCOMPLISHED;857;0.053138784540655744
ACCOMPLISHMENT;203;0.03979255116535801
ACCOMPLISHMENTS;1156;0.028605890195177036
ACCORD;922;0.04214713999171055
ACCORDANCE;7;0.024962214302556674
ACCORDANCE;12;0.05746509750901067
ACCORDANCE;167;0.10030271565209134
ACCORDANCE;169;0.0707262738572439
ACCORDANCE;242;0.0372746578436826
ACCORDED;84;0.07391408740970876
ACCORDED;612;0.031992664699724685
ACCORDING;60;0.02987829168730505
ACCORDING;172;0.021090558838097684
ACCORDING;241;0.0321080149475517
ACCORDING;415;0.01887050001303477
ACCORDING;419;0.07822680005403504
ACCORDING;436;0.0305140000210775
ACCORDING;489;0.051219928606808664
ACCORDING;549;0.051837036180384675
ACCORDING;661;0.02195139797434657
ACCORDING;792;0.03585395002476607
ACCORDING;820;0.05061734121143444
ACCORDING;825;0.0597565833746101
ACCORDING;895;0.023256616232280692
ACCORDING;1083;0.014437832224738012
ACCORDING;1098;0.034146619071205773
ACCORDING;1129;0.024171202263887234
ACCORDING;1165;0.029469000020355667
ACCORDINGLY;539;0.04347718735144561
ACCORDINGLY;642;0.09564981217318035
ACCORDINGLY;899;0.04483584945617829
ACCORDINGLY;1120;0.01538602876780381
ACCORDS;485;0.05838415293933675
ACCOUNT;18;0.01677135783237578
ACCOUNT;24;0.02035358960239779
ACCOUNT;87;0.04607515888015325
ACCOUNT;141;0.014558470340603976
ACCOUNT;192;0.01987127705257794
ACCOUNT;208;0.022787170967901876
ACCOUNT;287;0.03038289462386917
ACCOUNT;334;0.02604248110617357
ACCOUNT;370;0.015246688938523437
ACCOUNT;378;0.04711055570892073
ACCOUNT;445;0.02451952899470143
ACCOUNT;453;0.02065438156696525
ACCOUNT;487;0.03918541549620509
ACCOUNT;665;0.03523394502599954
ACCOUNT;860;0.017325782884685725
ACCOUNT;891;0.04031576402013409
ACCOUNT;1004;0.03301448392199957
ACCOUNT;1189;0.06257969340438724
ACCOUNT;1238;0.028329996338472604
ACCOUNTED;172;0.02475026668627549
ACCOUNTED;202;0.02970032002353059
ACCOUNTED;485;0.04138569183606722
ACCOUNTED;522;0.019646126085603892
ACCOUNTED;548;0.03506287780555695
ACCOUNTED;725;0.029017554045978163
ACCOUNTED;895;0.02729218596756865
ACCOUNTED;1181;0.05870993493023489
ACCOUNTING;202;0.03782662120379213
ACCOUNTING;522;0.025021500407177672
ACCOUNTS;268;0.022250953649289487
ACCOUNTS;1120;0.017240015025857
ACCUMULATED;180;0.03605653177035964
ACCUMULATED;625;0.04343818394381909
ACCUMULATED;867;0.03343423855069712
ACCUMULATED;895;0.029819726274946078
ACCUMULATED;1185;0.02843633691167538
ACCUMULATING;122;0.03897288245239189
ACCUMULATING;1141;0.09057078316400932
ACCUMULATION;140;0.02377057460205485
ACCUMULATION;197;0.02689046251857455
ACCUMULATION;305;0.019122106679875236
ACCUMULATION;312;0.021620472376743357
ACCUMULATION;333;0.012257760692227716
ACCUMULATION;624;0.06939474198341819
ACCUMULATION;625;0.1016332441646912
ACCUMULATION;686;0.02240871876547879
ACCUMULATION;742;0.013361720506123997
ACCUMULATION;795;0.02195139797434657
ACCUMULATION;831;0.031177347847622664
ACCUMULATION;867;0.026075600018011683
ACCUMULATION;891;0.04136994233626854
ACCUMULATION;961;0.019827069138119484
ACCUMULATION;982;0.02501438373820888
ACCUMULATION;1000;0.015365978582042599
ACCUMULATION;1063;0.07682989291021299
ACCUMULATIONS;1207;0.04424140781738561
ACCURACY;4;0.029017554045978163
ACCURACY;149;0.03712540002941324
ACCURACY;158;0.10098108808000401
ACCURACY;175;0.03136058636024969
ACCURACY;637;0.08415090673333667
ACCURACY;811;0.023483973972093956
ACCURACY;1186;0.04590049458182
ACCURACY;1191;0.05314794109473895
ACCURATE;77;0.020213413818004726
ACCURATE;112;0.03497924093328478
ACCURATE;341;0.03653387386365299
ACCURATE;360;0.02063628858407177
ACCURATE;417;0.039143436282485344
ACCURATE;627;0.03121565171894401
ACCURATE;670;0.06243130343788802
ACCURATE;1041;0.03007361568044606
ACCURATE;1186;0.04483702701448321
ACCURATELY;398;0.05380237476629744
ACCURATELY;634;0.05150312798141295
ACCURATELY;744;0.040172439825502095
ACETAMIDO;256;0.051859077456811786
ACETAMIDO;1021;0.04984903569491986
ACETAMINOPHEN;694;0.10322995157389975
ACETATE;33;0.06596538770564161
ACETATE;409;0.0910950592125527
ACETATE;573;0.026817704347620656
ACETATE;878;0.06832129440941453
ACETIC;1051;0.04565940165768643
ACETYL;23;0.03778526959496592
ACETYL;70;0.05304470539293293
ACETYL;171;0.10408772378990612
ACETYL;1092;0.18186756134719861
ACETYL;1100;0.11144746183565707
ACETYLATED;1085;0.028153623156518114
ACETYLATION;1092;0.039136629992302656
ACETYLCHOLINE;1164;0.189102654653073
ACETYLCHOLINESTERASE;1050;0.2035104759599738
ACETYLCYSTEINE;186;0.06243112711195283
ACETYLCYSTEINE;321;0.23030149112409268
ACETYLCYSTEINE;396;0.1501966246461474
ACETYLCYSTEINE;542;0.020481357906292824
ACETYLCYSTEINE;834;0.16715430807393822
ACETYLCYSTEINE;1119;0.03955559962055027
ACETYLCYSTEINE;1151;0.024793222728670263
ACETYLGLUCOSAMINE;857;0.06595246906110262
ACETYLGLUCOSAMINIDASE;853;0.07225309668140069
